localID,pid,fields,dx,dy,dz,comment
SlabSocket_C--jonat--EOKDRUMIHSTBPISOVJLTLPYIELNE--1681765577--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSlabs.RedwoodSlabs:PersistentLevel.SlabSocket9,-1,monumentTransform|PuzzleBoxLocation,0,0,-55,
SlabSocket_C--jonat--EYOCBXSXMAXLNEWNYSUCKAYHGTMS--1681768862--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket26,-1,monumentTransform|PuzzleBoxLocation,0,0,-10,
SlabSocket_C--jonat--QGFCCLMUHFYFMADYFRQAWJKYHLGY--1681768507--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket25,-1,monumentTransform|PuzzleBoxLocation,0,0,-5,
SlabSocket_C--alyss--JKBTHPYRYEIWWAWOOSPQZTZJCORF--1679314051--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket6,-1,monumentTransform|PuzzleBoxLocation,5,15,40,
SlabSocket_C--jonat--FMYNOHRVCBVWBQFKSNHHNGBSUVTJ--1681768288--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket23,-1,monumentTransform|PuzzleBoxLocation,0,0,-30,
SlabSocket_C--alyss--ERIHCRYSMEQFBOKOJXGVXEKEUFVF--1679332352--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket18,-1,monumentTransform|PuzzleBoxLocation,0,0,10,
SlabSocket_C--alyss--TUVKVLVTDBOLIZMJEBVDCWWZQDMY--1679325752--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket13_16,-1,monumentTransform|PuzzleBoxLocation,0,0,15,
SlabSocket_C--alyss--FTKIIBBSCKPZNYTVCZOSUPSCVSKL--1679321109--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket8,-1,monumentTransform|PuzzleBoxLocation,0,0,5,
SlabSocket_C--alyss--RWJGXATTAIXLKBRIKSRLSRGDRBBJ--1679327330--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket14_19,-1,monumentTransform|PuzzleBoxLocation,-65,-30,-21,
SlabSocket_C--jonat--ZDBPTTKHESAJCBAHTQPSRHPOJBZF--1681768453--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket24,-1,monumentTransform|PuzzleBoxLocation,202,77,-39,
SlabSocket_C--alyss--FSOTMDRPDCLLGHAETOHLQZUVXHNM--1679313245--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket5,-1,monumentTransform|PuzzleBoxLocation,0,0,5,
SlabSocket_C--alyss--VWAUPONVYPVNCKUDDHBCGANWJLWC--1679312767--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket2,-1,monumentTransform|PuzzleBoxLocation,0,0,5,
SlabSocket_C--jonat--YIJMRDNLOLPQOYWJHVKYLYTMETPN--1681768213--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket22,-1,monumentTransform|PuzzleBoxLocation,-50,105,-205,
SlabSocket_C--jonat--KDVGYGBXZHRZFQXONKKCGMILZRUL--1681767893--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket17,-1,monumentTransform|PuzzleBoxLocation,0,0,-18,
SlabSocket_C--alyss--MMTWMVJVTWMZLHQYIKEPGSFBPCJI--1679923138--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket20_2,-1,monumentTransform|PuzzleBoxLocation,-55,145,60,
SlabSocket_C--alyss--IAVHMNTFCEBSYIRYPITSRUROTFMS--1679320738--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket7,-1,monumentTransform|PuzzleBoxLocation,0,0,5,
SlabSocket_C--alyss--QCJBJGPXMJMIIOVEXHMWCPDXWFYE--1679325103--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket12,-1,monumentTransform|PuzzleBoxLocation,0,0,15,
SlabSocket_C--alyss--PQJPHDSMTWNPJJCHNZOUAPTVOGQH--1679324936--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket11,-1,monumentTransform|PuzzleBoxLocation,90,-40,-25,
SlabSocket_C--jonat--IHOTAYWLGJLXDOJFFCYWBWPZLUTD--1681768070--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket21,-1,monumentTransform|PuzzleBoxLocation,0,0,-19,
SlabSocket_C--alyss--QWCFWDBDDAYJGDJXTXYVVUOOQZCZ--1679328336--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket16,-1,monumentTransform|PuzzleBoxLocation,-145,-65,25,
SlabSocket_C--alyss--XEOGTBXFGBCEMEWJRSBNIZJMYPQL--1679324648--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainPuzzles/Mountain_Slabs.Mountain_Slabs:PersistentLevel.SlabSocket10,-1,monumentTransform|PuzzleBoxLocation,0,0,-25,
SlabSocket_C--jonat--UDXIWNUSAIEJGIOSEAASYQNFEKIX--1681747599--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket6,-1,monumentTransform|PuzzleBoxLocation,0,0,15,
SlabSocket_C--arkan--SMOOXAERVDDLFXEVAJBWGLUEYKNI--1666739717--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket3,-1,monumentTransform|PuzzleBoxLocation,0,0,10,
SlabSocket_C--arkan--ZWXVHFVTYUHYULNAHBFNCTUBFMZC--1666739717--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket_2,-1,monumentTransform|PuzzleBoxLocation,15,10,0,
SlabSocket_C--jonat--VIQSSETYICRCQWNCXJNGUPXDXRNQ--1681752808--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket15,-1,monumentTransform|PuzzleBoxLocation,0,0,-13,
SlabSocket_C--jonat--OHRUQUHFVCYDQJXUMTZZZTTJOARD--1681751941--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RiverlandEscarpment/RiverlandPuzzles/RiverlandSlabs.RiverlandSlabs:PersistentLevel.SlabSocket12,-1,monumentTransform|PuzzleBoxLocation,35,0,-20,
SlabSocket_C--alyss--KZPDSKXZQDUNORHMHKPRJZYGQUPA--1667603751--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket9_4,-1,monumentTransform|PuzzleBoxLocation,-110,-60,0,
SlabSocket_C--alyss--WVFQFUYPOKZQJACHUQVLUNTAFNRN--1667603572--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket6_3,-1,monumentTransform|PuzzleBoxLocation,0,0,30,
SlabSocket_C--alyss--XEDKXBKBIMGYRATCJTQWRTXLQIUU--1667592483--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket5_0,-1,monumentTransform|PuzzleBoxLocation,0,0,-60,
SlabSocket_C--alyss--ACDUJBBXPSWNSCRZELYWIYOTWMNG--1667596681--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket5_1,-1,monumentTransform|PuzzleBoxLocation,0,0,-19,
SlabSocket_C--alyss--ACHTYAJXOIUXYFJQMDLTLLVXCYAP--1667596752--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket7,-1,monumentTransform|PuzzleBoxLocation,0,0,-8,
SlabSocket_C--jonat--UYITFRQVPJSDXESBFMIWYZYTLNJF--1681767754--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSlabs.RedwoodSlabs:PersistentLevel.SlabSocket24,-1,monumentTransform|PuzzleBoxLocation,0,0,-47,
SlabSocket_C--jonat--OVRJQKPZQEETVOZXSZINASOWBLHW--1681767669--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/Redwood/RedwoodPuzzles/RedwoodSlabs.RedwoodSlabs:PersistentLevel.SlabSocket23,-1,monumentTransform|PuzzleBoxLocation,0,0,-7,
SlabSocket_C--alyss--BCTDQDVKVMWMDBQUEITXBCRFNXNV--1668678895--SlabSocket_C /Game/ASophia/Maps/MainMapSubmaps/RainForest/RainforestPuzzles/Rainforest_Slabs.Rainforest_Slabs:PersistentLevel.SlabSocket6_0,-1,monumentTransform|PuzzleBoxLocation,60,115,45,
logicGrid--jbard--CRHJXUWHBQEDLUXZFERBYSXFEFRR--1711508299--BP_RuneAnimated_C /Game/ASophia/Maps/TestingSubmaps/Riverlands_Placement.Riverlands_Placement:PersistentLevel.BP_RuneAnimated1021,-1,ActorTransform,0,20,-20,
logicGrid--jbard--SQQCJAGLGUSITMEZLTVGOYTFGGSP--1711514617--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/Mountain/MountainZone/Mountain_CampaignObjects.Mountain_CampaignObjects:PersistentLevel.BP_RuneAnimated475,-1,ActorTransform,0,40,0,
logicGrid--jbard--XFWTUGRRGBPKAQPROMSZZEZZGWCC--1702946912--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralZone/Central_CampaignObjects.Central_CampaignObjects:PersistentLevel.BP_RuneAnimated459,-1,ActorTransform,0,280,20,
logicGrid--jbard--BEPHHRKBDLUBJEBPTVYUPECCSREK--1702946884--BP_RuneAnimated_C /Game/ASophia/Maps/MainMapSubmaps/Central/CentralZone/Central_CampaignObjects.Central_CampaignObjects:PersistentLevel.BP_RuneAnimated_C_1,-1,ActorTransform,15,-280,20,
logicGrid--jbard--MJZGEBDEIATTHNDHOZHKCQQUQQLZ--1711502375--BP_RuneAnimated_C /Game/ASophia/Maps/TestingSubmaps/Central_Placement.Central_Placement:PersistentLevel.BP_RuneAnimated462,-1,ActorTransform,140,160,-40,
Cong1,-1,ActorTransform,-276,-1313,194,
Cong2,-1,ActorTransform,-74,-1228,202,
Cong3,-1,ActorTransform,154,-1086,222,
Cong4,-1,ActorTransform,-97,-925,6,
Cong5,-1,ActorTransform,-276,-801,-43,
Cong6,-1,ActorTransform,11,-548,10,
Cong7,-1,ActorTransform,-38,-254,-6,
myopia1,-1,ActorTransform,851,-990,-49,
myopia2,-1,ActorTransform,368,-1408,-13,
myopia3,-1,ActorTransform,-31,-1431,5,
myopia4,-1,ActorTransform,-7,-1115,-1,
myopia5,-1,ActorTransform,846,-443,-50,
Lobby1,-1,ActorTransform,-251,-60,-1,
Lobby2,-1,ActorTransform,259,-15,-1,
Lobby3,-1,ActorTransform,936,-298,-238,
Lobby4,-1,ActorTransform,1383,213,-246,
Lobby5,-1,ActorTransform,746,2287,-78,
Lobby6,-1,ActorTransform,-173,2752,91,
Lobby7,-1,ActorTransform,-693,2802,91,
Lobby8,-1,ActorTransform,2977,3151,-100,
Lobby9,-1,ActorTransform,3496,2967,-108,
Lobby10,-1,ActorTransform,3705,2404,-111,
HardCOWYC1,-1,ActorTransform,-200,21,-64,
HardCOWYC2,-1,ActorTransform,110,-175,-65,
HardCOWYC3,-1,ActorTransform,78,-1250,-91,
HardCOWYC4,-1,ActorTransform,-530,-1236,-108,
hiddenRing--Joey--NGGHRHIZOEIOVGVYGYSHZIEOSDGJ--1686770294--BP_RingFind_C /Game/ASophia/Maps/TestingSubmaps/RedwoodsPlacement/Redwoods_Joey.Redwoods_Joey:PersistentLevel.BP_RingFind182,15418,ActorTransform,70.00,370.00,0.00,ring directly in front of C55 monument; moved it behind the circular thing
